id,answer,evidence_page_number
q_0089,御前崎,[4]
q_0090,1 件当たり日数,"[7,15]"
q_0091,100千円,"[17,18]"
q_0092,輸出,"[5,29]"
q_0093,0.0049,"[39,41]"
q_0094,食事,[47]
q_0095,0.014 km,[17]
q_0096,120,[21]
q_0097,九州 博多・新八代（鹿児島ルート）,"[6,7,9,10]"
q_0098,"[""英語"", ""16.2""]",[46]
q_0099,"[""应本人请求停止向第三方提供""]",[14]
q_0100,資料に調査結果の数値が含まれていないため計算できません,"[5,7]"
q_0101,物質 個体,[2]
q_0102,資料に該当するデータがありません,[23]
q_0103,黄色,[59]
q_0104,"[""面積"", ""長さ""]","[16,17]"
q_0105,B,"[21,22,23]"
q_0106,緑色,"[22,23]"
q_0107,"[""洗浄剤を手にとる"", ""洗浄剤を十分な流水でよく洗い流す""]",[1]
q_0108,鶴ケ峰駅,"[1,3]"
q_0109,"[""六価クロム化合物""]",[9]
q_0110,計算に必要な「加入者総数」のデータが本文に記載されていないため、算出できません。,"[13,15]"
q_0111,クロロ酢酸,"[4,5,6]"
q_0112,給与所得者,[8]
q_0113,"[""新山"", ""小山台"", ""自由学园南"", ""扇山""]","[4,5,9]"
q_0114,乳幼児紙おむつ等物価高騰対策費補助金,[3]
q_0115,"[""地方公共団体工事費負担金収入""]","[168,166,167,174,198]"
q_0116,運輸業，郵便業、サービス業（他に分類されないもの）,[42]
q_0117,水田農業係,"[2,25]"
q_0118,"[""なし""]","[1,2,3,4,5]"
q_0119,人口流出,[20]
q_0120,10 ヶ月,"[2,3]"
q_0121,"[""足なし網"", ""地引網"", ""荒手網"", ""手網"", ""中網"", ""黒網"", ""足網"", ""足釣り""]","[47,79]"
q_0122,1.4倍,"[2,10]"
q_0123,ガイドライン,[1]
q_0124,5.8,[14]
q_0125,該当情報なし,[11]
q_0126,石油・石炭,"[74,75]"
q_0127,"[""②"", ""⑤""]",[17]
q_0128,100%,"[3,4,7,8,9,10,11,12,13,14,15,16]"
q_0129,インターフェロン又はペグインターフェロン単剤,[1]
q_0130,御池南側,[3]
q_0131,2009年,"[13,14]"
q_0132,"[""なし""]","[5,6,7,8,9]"
q_0133,"[""ため池はん濫"", ""土砂災害""]","[1,2]"
q_0134,"[""A 社""]","[17,19,21]"
q_0135,"[""団体の名称"", ""代表者の氏名""]","[19,27,28,29]"
q_0136,2,"[12,17,20,23,24,26,28]"
q_0137,3年目,[13]
q_0138,"[""食料品"", ""飲料水"", ""毛布"", ""タオル""]",[5]
q_0139,瑞梅寺川、8.9km,"[8,10]"
q_0140,5km,[1]
q_0141,0.0585 GB/分,[7]
q_0142,該当する国はいない,"[4,19]"
q_0143,紫 LED,"[1,5]"
q_0144,農林水産業,"[4,5]"
q_0145,入院勧告が解除された後,"[6,5]"
q_0146,資料に該当するデータがないため回答できません。,[29]
q_0147,約26%,"[1,29,32]"
q_0148,42.18%,"[11,13]"
q_0149,強い地震や長い揺れを感じたら高台へ,"[1,2]"
q_0150,"[""大きな外科手術"", ""献血""]",[3]
q_0151,日高町,"[27,28]"
q_0152,0.3m 以上 20.0m 未満,[1]
q_0153,"本市への観光入込客数（年間）で、1,314,100人","[12,13]"
q_0154,"[""個人番号"", ""マイナンバー""]","[2,3]"
q_0155,穴部村,[141]
q_0156,帽子,"[7,19]"
q_0157,50～64 歳,"[11,15]"
q_0158,八女市,[4]
q_0159,依然として正である,"[8,9,16,17]"
q_0160,2日,[9]
q_0161,6,"[4,5]"
q_0162,福祉事務所,"[3,4]"
q_0163,4倍,[1]
q_0164,"[""受付"", ""内容確認・決定"", ""最終審査"", ""決定等の連絡"", ""手数料"", ""交付""]","[2,4]"
q_0165,(株)三凌商事,"[24,25]"
q_0166,福岡地域,"[5,9]"
q_0167,"[""総務課"", ""総合支所""]","[3,4]"
q_0168,頁 9,[15]
q_0169,腎臓,[2]
q_0170,"52,483人","[1,5]"
q_0171,資料に該当する年次推移の折れ線図および具体的な労働力率の値が含まれていないため、回答不能,"[1,2]"
q_0172,82.0%,"[5,6]"
q_0173,附帯工事費,[198]
q_0174,職員人件費および処理場運転費,"[11,12]"
q_0175,家屋,[3]
q_0176,52%,[3]
q_0177,英語,"[2,3,8,9,46]"
q_0178,星マーク,"[10,36]"
q_0179,40分,"[22,23]"
q_0180,"[""Donation"", ""Govt"", ""Insurance2""]",[10]
q_0181,資料に該当する数値が含まれていないため回答できません,"[7,8]"
q_0182,187,"[18,22]"
q_0183,神奈川県,[71]
q_0184,資料に記載なし,"[5,14,15]"
q_0185,"[""回答なし""]",[11]
q_0186,指導的,[9]
q_0187,"[""すえふじ医院"", ""龍田病院"", ""みとま神経内科クリニック"", ""水前寺こころのクリニック"", ""小島内科小児科医院"", ""熊本市こども発達支援センター"", ""くまもと青明病院"", ""十善病院"", ""独立行政法人国立病院機構 熊本医療センター""]","[8,10,11,12,14,16,17,18,20,24,26,27,30,31,32,33,36,41]"
q_0188,14日,"[1,2]"
q_0189,一般不法局,[23]
q_0190,2,[2]
q_0191,広小路通,"[11,13,15,17,19]"
q_0192,"72億9,744万円","[4,5]"
q_0193,35.8%,[12]
q_0194,0.13%,"[9,13]"
q_0195,846,"[26,31]"
q_0196,"[""金融リスク"", ""政治問題""]",[21]
q_0197,資料に記載なし,[6]
q_0198,"[""吹上原遺跡"", ""妙蓮寺遺跡"", ""庚塚遺跡""]","[6,7]"
q_0199,その他,[3]
q_0200,"[""東京高専"", ""香川高専"", ""長岡高専""]",[1]
q_0201,平成26年度,[16]
q_0202,スポーツ広場名切グラウンド,"[4,15]"
q_0203,"503,425 千円","[15,16]"
q_0204,"[""ハンノキ群落"", ""スギ・ヒノキ・サワラ植林""]",[30]
q_0205,0 億円,[8]
q_0206,データ不足のため回答不能,"[14,15]"
q_0207,製造品出荷額等,[58]
q_0208,15 歳以上 65 歳未満,"[1,3]"
q_0209,六価クロム化合物,"[1,2,3,4,5,6,7,8,9,10]"
q_0210,畑浄水場,"[8,9]"
q_0211,瀬久井小川,[21]
q_0212,1.1パーセントポイント,"[2,17]"
q_0213,マンホール鉄蓋呼び900-600で8.0mm,[2]
q_0214,A、B、G,[13]
q_0215,1.7ポイント,"[33,57]"
q_0216,0.1 倍,[17]
q_0217,T-2,[17]
q_0218,"[""アメリカ合衆国"", ""中国"", ""台湾""]",[5]
q_0219,"[""該当なし""]",[6]
q_0220,273分,"[328,337]"
q_0221,節が最も小刻みに並ぶ章を単独で担当しているのはルドヴィークである,"[5,11,13]"
q_0222,2月28日頃,"[1,10]"
q_0223,68%,"[4,10,19]"
q_0224,"[""技術論"", ""社会論""]",[9]
q_0225,豊島から直島への廃棄物等の搬出を開始,"[1,2]"
q_0226,じんすけさん,[2]
q_0227,74.1%,"[1,2]"
q_0228,資料に記載なし,"[9,10]"
q_0229,"[""イ"", ""ロ""]",[3]
q_0230,"[""趣味・文化芸術"", ""子ども関係""]",[2]
q_0231,カナダ,[6]
q_0232,"[""憲法記念日"", ""勤労感謝の日"", ""海の日"", ""敬老の日""]",[1]
q_0233,FC バス,"[8,17]"
q_0234,"[""レイヤ切替""]","[13,15,17]"
q_0235,提供された資料には近畿地方のデータが含まれていないため、該当する府県やマーカーを特定できません。,"[7,28,29]"
q_0236,入院勧告措置の解除後,"[16,27,29]"
q_0237,PLA/酸化PLA15/酸化セルロース,[13]
q_0238,釜石市,[4]
q_0239,インド洋,[17]
q_0240,情報,[13]
q_0241,12/7,"[5,8,22,23]"
q_0242,4分,"[3,4]"
q_0243,"[""情報取得者"", ""配信事業者""]","[7,8,10,11,12]"
q_0244,制御変数を含めない場合,[18]
q_0245,30 代,[5]
q_0246,"19,158 通",[6]
q_0247,台湾,"[3,5]"
q_0248,校務機能,[13]
q_0249,2.6km,"[6,9,10,25]"
q_0250,"[""山上東口"", ""山上小学校前""]",[1]
q_0251,30,"[1,2]"
q_0252,C型肝炎 インターフェロンフリー治療,[1]
q_0253,28 分,[1]
q_0254,15回,"[3,22]"
q_0255,資料に明示された「課税標準額の総額」の合計値が存在しないため、計算不能,"[5,6]"
q_0256,⑤ ネットワーク及び情報システムで取り扱う情報,[69]
q_0257,市指定,"[2,3]"
q_0258,"4,325人","[1,15]"
q_0259,"[""代表取締役""]","[1,2,3,4,5,6,8,9,10,11]"
q_0260,真鶴自泉院、長昌院、実相院、如来寺、西福寺,"[329,337]"
q_0261,対面により本人確認,[3]
q_0262,20 ミリ機関砲 (RFS),[5]
q_0263,東部,[8]
q_0264,1500,"[5,10]"
q_0265,40.6%,[3]
q_0266,-0.052A,[2]
q_0267,1,"[5,6,11]"
q_0268,"[""人物"", ""場所""]","[3,4,5,7]"
q_0269,"18,190,166",[10]
q_0270,7.7人,"[8,22]"
q_0271,"[""技術的可能性"", ""新展開助言"", ""熱意評価""]",[5]
q_0272,武雄市北方保健センター,[1]
q_0273,"[""玉葱"", ""人参""]",[8]
q_0274,4067,[2]
q_0275,20469,[5]
q_0276,160-170cm,[42]
q_0277,③融資を担当する職員から持ちかけられた場合,"[10,11,12]"
q_0278,茶灰 細砂,[8]
q_0279,"[""25"", ""27""]","[6,7,8]"
q_0280,1/4,"[4,12]"
q_0281,土砂災害ハザードマップ,[10]
q_0282,自由学園南遺跡,"[4,6]"
q_0283,15957万円,"[7,13]"
q_0284,中学2年 英語、15.5,"[1,3]"
q_0285,スポーツ団体,"[4,5]"
q_0286,0.62%,"[13,15]"
q_0287,"[""新規又は変更の別"", ""個人又は法人等の別""]","[23,25]"
q_0288,8講座,"[1,2]"
q_0289,磯脇川,[20]
q_0290,10枚,"[4,5]"
q_0291,シャープゲンゴロウモドキ,"[10,12,13]"
q_0292,大学,[19]
q_0293,久野村,"[141,162,127]"
q_0294,持続可能な社会保障制度の構築に向けて,"[62,45,11,10,26,49]"
q_0295,36兆192.3億円,[5]
q_0296,"[""回答なし""]","[7,9,15]"
q_0297,47%,[1]
q_0298,資料に記載なし,"[15,27,28]"
q_0299,"[""別記様式第一による届出書"", ""当該届出書に記載すべき事項を記録した光ディスク等"", ""別記様式第二によるその権限を証する書面""]","[7,20,22,24,26]"
q_0300,ローム,[15]
q_0301,"[""内浦湾"", ""白""]",[1]
q_0302,"[""本人"", ""法定代理人""]",[4]
q_0303,66秒,"[1,2]"
q_0304,蟹川橋廻り,[1]
q_0305,4月30日の朝8時30分,[1]
q_0306,資料に記載なし,"[1,25]"
q_0307,30%,[21]
q_0308,"2,150円",[33]
q_0309,玉ねぎ,[4]
q_0310,"[""岩村"", ""江之浦村"", ""松崎村"", ""神境村"", ""石橋村""]","[36,37]"
q_0311,13.7,"[8,15]"
q_0312,マーケティング・イノベーションは、自社の既存のマーケティング手法が大いに異なり、かつこれまで利用してきたことのなかった新しいマーケティング・コンセプトやマーケティング戦略の導入である。,"[1,5]"
q_0313,経常収支 (IMF予測値),[14]
q_0314,"[""後遺症 なし""]",[18]
q_0315,9.5,[24]
q_0316,「活力あるまち」を創造します。,[12]
q_0317,90.55%,[7]
q_0318,ハイスキル就労領域,"[9,10]"
q_0319,3452円,"[1,5]"
q_0320,神奈川工科大学,[4]
q_0321,外袋右辺中央部と袋本体の持ち手の片側部分,[13]
q_0322,0.5 mm,[2]
q_0323,3,[20]
q_0324,0.345,"[8,9]"
q_0325,差が最も大きいのはB成分です。,"[9,38]"
q_0326,サクラ,[16]
q_0327,10分,"[7,9]"
q_0328,保健所,"[4,16]"
q_0329,"[""肺炎"", ""鋳型気管支炎""]","[14,18,30]"
q_0330,14,[18]
q_0331,八王子・立川・多摩,"[8,9]"
q_0332,北海道札幌市,"[2,4,5]"
q_0333,提供された資料には該当する日付情報が記載されていないため、回答できません。,"[11,12,14,15]"
q_0334,"[""本町巡回線"", ""三ケ瀬線""]","[7,9,11,13,15]"
q_0335,自然資本・コンパクト型,[9]
q_0336,990,[24]
q_0337,28日,"[3,4]"
q_0338,"119,661","[5,13,16]"
q_0339,斜め,[32]
q_0340,10 分,[1]
q_0341,人工仔魚,"[10,12]"
q_0342,豚肉（ロース）,"[6,8]"
q_0343,環境業務課,"[13,22,23]"
q_0344,黄色,"[12,13]"
q_0345,11,"[3,4,5,6]"
q_0346,学長等による裁量的経費,[26]
q_0347,くまもと青明病院,"[6,7,9,10,13,14]"
q_0348,12分,[1]
q_0349,エジプト,"[21,23]"
q_0350,スケジュール管理,[12]
q_0351,"[""3"", ""5"", ""7"", ""9""]",[8]
q_0352,"[""75"", ""101""]",[3]
q_0353,0,"[164,172]"
q_0354,"[""香川県琴平町"", ""神奈川県相模原市"", ""高知県須崎市""]","[4,5]"
q_0355,卵,"[3,4]"
q_0356,0.5%,[5]
q_0357,190万円,[11]
q_0358,2.22,[15]
q_0359,25898 億円,[21]
q_0360,6億円増加,[11]
q_0361,月によって異なります,"[1,2]"
q_0362,10.0,"[19,21]"
q_0363,都市政策部住宅管理課：130,"[9,12]"
q_0364,増加している。,"[12,13]"
q_0365,36,[21]
q_0366,松島湾（種ケ浦）,[38]
q_0367,郵貯特会,[21]
q_0368,10%,[10]
q_0369,ツクシハギ,"[9,12]"
q_0370,ポイント,"[5,21]"
q_0371,"[""子供のデータ"", ""識別子"", ""行動ターゲティング広告""]","[15,16,17]"
q_0372,79.2%,[10]
q_0373,知識,"[4,5,9]"
q_0374,"[""日帰り型【相談タイプ】"", ""日帰り型【相談と休息タイプ】""]",[11]
q_0375,2,"[9,12,13,14,15,16]"
q_0376,提供された資料には、水防法に関する浸水想定区域の指定状況や河川名の情報は記載されていません。,"[62,63]"
q_0377,5分,"[11,10]"
q_0378,提供された資料には該当する情報が含まれていないため回答できません。,"[2,9]"
q_0379,"[""狐""]",[1]
q_0380,"[""ため池はん濫"", ""土砂災害""]","[1,2]"
q_0381,3分,[8]
q_0382,30,[16]
q_0383,"[""該当する会場はありません""]",[6]
q_0384,冷凍食品におけるモーダルシフトの取り組み,[5]
q_0385,"[""School & Cafe GOOD NEWS""]","[33,41]"
q_0386,地域の大人（学校や塾・習事の先生を除く）に勉強やスポーツを教えてもらったり、一緒に遊んだりすることがありますか,[39]
q_0387,"[""直方市個人情報の保護に関する法律施行条例の制定について""]","[2,3]"
q_0388,"[""集団予防接種"", ""B型肝炎""]",[25]
q_0389,15分,"[19,20]"
q_0390,赤色,"[4,6,7,8]"
q_0391,貸付けによる支出,"[174,197]"
q_0392,"[""みやま市"", ""南関町"", ""荒尾市"", ""三川"", ""勝立"", ""大間山"", ""三池山""]","[7,9]"
q_0393,浮き,[3]
q_0394,電子計算機関連かつ電気通信回線で接続されること,"[4,5]"
q_0395,非常に近い（先頭 40 個まで一致している）基底間で重複が多かった,"[35,49]"
q_0396,"[""中区"", ""熱田区""]","[3,6]"
q_0397,株式会社 松村泰山堂,"[1,2,3,4]"
q_0398,"[""産婦人科"", ""小児科""]",[1]
q_0399,活動や求人の具体例である,"[3,4]"
q_0400,いのり,"[4,6]"
q_0401,交通量調査データ,[21]
q_0402,5人,"[12,13]"
q_0403,"[""リゾートホテル"", ""12.7""]",[2]
q_0404,"5,107,124 千円","[5,12]"
q_0405,20.2%,[5]
q_0406,3,[41]
q_0407,65歳の年齢区分,[4]
q_0408,該当するものはありません,"[17,20]"
q_0409,"[""光触媒"", ""ロボットスーツ HAL""]","[3,9]"
q_0410,家賃決定,"[10,13]"
q_0411,"[""千葉県""]",[12]
q_0412,"[""建物倒壊"", ""火災"", ""ため池はん濫"", ""土砂災害"", ""河川はん濫"", ""内水はん濫""]",[2]
q_0413,宮下和夫,[1]
q_0414,資料に該当する記載はありません,[9]
q_0415,0,"[19,20]"
q_0416,"[""4 年"", ""4 件""]",[15]
q_0417,0.50 GPa,"[13,14]"
q_0418,7,[15]
q_0419,042-728-4081,[21]
q_0420,210日,[9]
q_0421,"174,558千円",[27]
q_0422,72件,[2]
q_0423,"[""福岡北九州高速道路公社"", ""北九州市道路公社""]","[31,37,43]"
q_0424,佐世保相浦循環線,"[24,27]"
q_0425,宮津地方分館,"[5,7]"
q_0426,資料に該当する数値が含まれていないため回答不能,"[2,7]"
q_0427,15回,"[22,17,19,18,12,13]"
q_0428,"[""電気・ガス・熱供給・水道業"", ""生活関連サービス業，娯楽業""]",[42]
q_0429,ケーブルテレビ事業特別会計,[2]
q_0430,うちノンステップバス,[1]
q_0431,"[""岩村"", ""江之浦村"", ""松崎村"", ""石橋村"", ""仏石村""]","[84,85]"
q_0432,3760平方間,"[336,337]"
q_0433,真鶴村,"[158,159]"
q_0434,案 D,[25]
q_0435,"[""凶悪犯"", ""粗暴犯"", ""知能犯""]",[22]
q_0436,土地,"[3,23]"
q_0437,永源寺東部地区,"[1,4,7,10]"
q_0438,飲料,[68]
q_0439,"[""大学院"", ""医療系""]","[11,12]"
q_0440,28,"[4,10,11]"
q_0441,海南警察署,[2]
q_0442,-1976.756 トン,"[9,37]"
q_0443,節度あるふれあいを、ふれあい後は手洗いを、野生動物とはふれあわない,[1]
q_0444,鉱業,"[7,8]"
q_0445,11.1 ポイント,[5]
q_0446,資料に北海道のデータが含まれていないため回答できません,[4]
q_0447,適切な手続きである,[7]
q_0448,1,[45]
q_0449,小企業（下位グループ）,[19]
q_0450,分からないと答えた人,"[3,4]"
q_0451,資料に該当する情報がないため回答できません,"[5,6]"
q_0452,C,[3]
q_0453,ドイツとイタリア,"[9,10]"
q_0454,0.02㎡,[2]
q_0455,およそ 50%,[4]
q_0456,資料に大分県に関する記述がないため回答できません,[84]
q_0457,"[""都筑図書館"", ""都筑公会堂""]","[3,5]"
q_0458,武雄市役所 (本庁),[1]
q_0459,"[""国営"", ""外資系""]",[11]
q_0460,住民票関係情報との突合（現在所とのマッチングを行い不正入居を検出する）,"[10,12]"
q_0461,GDP,"[6,7]"
q_0462,"[""朝日ヶ丘"", ""忠生"", ""大島町"", ""山崎"", ""矢作町"", ""常磐町"", ""小山町桜台"", ""小山町駅"", ""柳津""]","[7,29]"
q_0463,成田赤十字病院,[19]
q_0464,"沼配水池であり、総容量は10,780立方メートルです。",[4]
q_0465,339,"[2,5]"
q_0466,探っていない,[5]
q_0467,伸縮性保護スリーブ,[3]
q_0468,"1,000人以上",[10]
q_0469,中西部高所地区,"[6,7,8,9,10]"
q_0470,個人情報,"[15,16]"
q_0471,Aralia elata (Miq.) Seem.,[15]
q_0472,情報不足のため回答不能,[8]
q_0473,"[""個人データ"", ""匿名加工情報"", ""統計量""]","[2,3]"
q_0474,"[""西念寺"", ""常泉寺""]",[3]
q_0475,"[""香川大学"", ""信州大学"", ""山形大学""]","[20,21,23]"
q_0476,600円,"[5,6]"
q_0477,蟹川橋廻り,[1]
q_0478,16ch,[21]
q_0479,29ha,"[32,33]"
q_0480,中山橋,[1]
q_0481,中国,[10]
q_0482,2020オリンピック・パラリンピック競技大会招致活動支援助成,[4]
q_0483,1022 MHz,"[7,8]"
q_0484,つどいの広場 さくやま,"[6,27]"
q_0485,16.9,[3]
q_0486,1.8,"[7,1]"
q_0487,特別共同利用研究员,[5]
q_0488,マルガタゲンゴロウ,"[8,10]"
q_0489,公衆通信,[9]
q_0490,上級行政職（社会福祉士）,[8]
q_0491,35日,"[2,8]"
q_0492,提供されたテキストからは特定できない,[14]
q_0493,"[""扇山"", ""下野谷""]",[9]
q_0494,11830ha,"[4,5]"
q_0495,Mimosa自由が丘 新築工事,"[2,9]"
q_0496,自然環境の保全および循環型社会づくりに関する事業,"[6,16]"
q_0497,千田医院,"[7,10]"
q_0498,ほふけ網,"[205,206,207,208]"
q_0499,33883,"[1,3,5,6,7,9,10,12,14,15]"
q_0500,1日,[5]
q_0501,計算できません,[15]
q_0502,なし,"[4,14]"
q_0503,8.0%,"[6,7]"
q_0504,イラン,[11]
q_0505,"[""児童生徒の休み時間における対応"", ""校内清掃""]",[6]
q_0506,300,"[10,11]"
q_0507,8,[10]
q_0508,資料に該当する情報が記載されていません。,[59]
q_0509,1981ha,[4]
q_0510,資料に小3と小6のデータが混在していないため、計算できません,"[33,39]"
q_0511,情報,[8]
q_0512,"[""浪江町"", ""双葉町"", ""大熊町"", ""富岡町""]","[5,6]"
q_0513,建物用地,[1]
q_0514,"[""今月のイベント"", ""メニュー"", ""お知らせ"", ""お気に入り"", ""施設予約""]",[4]
q_0515,1,"[5,6]"
q_0516,"[""機械判読に適したもの""]","[4,9]"
q_0517,1223.2万人,[10]
q_0518,浅草線,[2]
q_0519,4分,[20]
q_0520,"[""アユ"", ""ハヤ"", ""コイ"", ""フナ""]",[6]
q_0521,"[""業務部門"", ""廃棄物部門""]",[9]
q_0522,道路公団、約 72%,"[22,26]"
q_0523,土曜日,[8]
q_0524,藍島配水池,"[3,4]"
q_0525,9 ヶ月,"[3,4]"
q_0526,"101,133人","[3,5]"
q_0527,東京都江東区、神奈川県横浜市,"[6,9]"
q_0528,低周波音の大きさ（音圧）の測定,[2]
q_0529,"[""九品寺心身クリニック"", ""池上第二クリニック"", ""熊本ファミリーメンタルクリニック"", ""はっとり心療クリニック"", ""水前寺ライフクリニック"", ""藤崎宮前クリニック"", ""熊本大学病院""]","[6,8,9,10,12,13,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]"
q_0530,提供された資料には、インターネット以外の方法でも削除依頼を受け付けるよう求める要望を含んだ意見書を提出した自治体・団体は記載されていません。,"[5,21,22]"
q_0531,195,"[1,2]"
q_0532,"[""rxnoisy"", ""rx_mean""]",[75]
q_0533,生活の様相,[2]
q_0534,資料に記載なし,"[12,16,3]"
q_0535,ユリノキ,"[16,17]"
q_0536,"[""ヒメコウゾ"", ""ヌルデ"", ""ネムキ"", ""アカマツ""]","[7,20]"
q_0537,水道使用量,[7]
q_0538,8.3%,[31]
q_0539,119名,[4]
q_0540,男性 25～34 歳,"[5,29]"
q_0541,ばれいしょ,"[29,25,27,22,37,28,30,21,23,24]"
q_0542,震度、初期微動,[36]
q_0543,利用端末,[8]
q_0544,"[""役場"", ""馬頭総合福祉センター"", ""高齢者生産活動施設"", ""小川図書館""]","[11,12,13]"
q_0545,山上東口,[1]
q_0546,孔番No.2,"[16,17,18,19,20]"
q_0547,1840,"[5,8]"
q_0548,サービス,"[14,15]"
q_0549,"[""総務部""]",[1]
q_0550,"[""固定電気通信"", ""公共放送"", ""民放テレビジョン放送・多重放送"", ""民放ラジオ放送"", ""ソフトウェア業"", ""情報処理サービス"", ""研究""]","[5,7]"
q_0551,1,"[7,8]"
q_0552,関谷の城鉾舞,"[2,6]"
q_0553,正範囲 index 法,[29]
q_0554,100 歳以上,"[2,9,12]"
q_0555,"[""第一"", ""第二""]",[1]
q_0556,"[""スリランカ"", ""パキスタン"", ""バングラデシュ"", ""ブラジル""]","[8,10]"
q_0557,"[""食材"", ""備品"", ""労働力""]","[4,7,15]"
q_0558,1.1%,"[13,14]"
q_0559,下の谷川,"[8,10]"
q_0560,提供された資料には該当する数値が含まれていないため算出不可,[15]
q_0561,記録容量,[13]
q_0562,"[""連携拠点/連携校数"", ""コズミックカレッジ等""]","[19,16]"
q_0563,酸化セルロース,"[12,13]"
q_0564,"[""ソーラー回転塔の作成と実験"", ""ソーラーオルゴールの作成と実験""]",[21]
q_0565,なし,"[4,3]"
q_0566,"[""県議会議会"", ""企業（社長相当職）"", ""企業（部長相当職）""]",[5]
q_0567,観察、調査の記録又は作品に使用した統計表(取材資料),[25]
q_0568,"[""汐井川"", ""赤崎川""]",[8]
q_0569,資料に実施期間の日数が記載されていないため、計算できません。,[5]
q_0570,文書に国名や列定義が明記されていないため、特定できません,[4]
q_0571,課税有,[2]
q_0572,10分,"[2,4]"
q_0573,"[""年齢"", ""趣味""]",[1]
q_0574,カドミウム,"[3,8]"
q_0575,53%,[2]
q_0576,高林の獅子舞,[2]
q_0577,川西町,"[22,23,24]"
q_0578,"1,110","[1,61]"
q_0579,7.2 ポイント,[6]
q_0580,担当課（保有情報所管課）,[4]
q_0581,"[""こんろ（調理中）"", ""仏壇など（ろうそく、線香をつけたまま）""]",[26]
q_0582,"1,947億円","[8,10]"
q_0583,180,"[4,5]"
q_0584,"[""京都大学"", ""岡山大学""]","[38,40]"
q_0585,132 戸,[6]
q_0586,43.5 ポイント,"[9,10]"
q_0587,"[""回答できません""]","[1,59]"
q_0588,"[""親和図法"", ""2×2（2軸図）"", ""Enabler Framework""]","[7,20,36,50]"
