id,answer,evidence_page_number
q_0154,"[""個人情報"", ""個人データ""]","[1,19,20]"
q_0155,穴部村である。,[37]
q_0156,帽子です。,"[7,19]"
q_0157,20〜49歳と50〜64歳。,[15]
q_0158,八女市,[4]
q_0159,0.0327から0.0474に増加する。,"[15,16]"
q_0160,4日,[2]
q_0161,4番目,"[4,5]"
q_0162,高校教職員,"[3,4]"
q_0163,4倍です。,[1]
q_0164,"[""受付"", ""最終審査"", ""手数料""]","[2,4]"
q_0165,(株)三凌商事,"[24,25]"
q_0166,筑豊地域,"[8,13]"
q_0167,"[""総務課"", ""総合支所""]","[3,4]"
q_0168,砂質泥岩,"[7,9]"
q_0169,腎臓,[2]
q_0170,資料に北海道のデータがないため回答できません。,[5]
q_0171,1.6ポイント,[1]
q_0172,82.0%,"[5,6]"
q_0173,附帯工事費,"[4,6]"
q_0174,処理場運転費です。,[12]
q_0175,家屋,[3]
q_0176,40%,[3]
q_0177,英語です。,"[1,2,3]"
q_0178,ピンク色の五角形のマークです。,"[10,36]"
q_0179,8分,[23]
q_0180,"[""Insurance2"", ""Donation"", ""Govt""]",[10]
q_0181,算出不可,[8]
q_0182,187人,"[10,18]"
q_0183,石川県,[38]
q_0184,雇用者,[7]
q_0185,"[""回答なし""]","[2,6,8,9,13,14]"
q_0186,指導的と表現されています。,[9]
q_0187,"[""すえふじ医院"", ""龍田病院"", ""みとま神経内科クリニック"", ""水前寺こころのクリニック"", ""小島内科小児科医院"", ""熊本市こども発達支援センター"", ""くまもと青明病院"", ""独立行政法人国立病院機構 熊本医療センター"", ""十善病院""]","[6,7,8,9,10]"
q_0188,189日,"[1,2]"
q_0189,最も多い区分は「一般不法局」です。,[23]
q_0190,2ヶ国・地域,[2]
q_0191,大津通,"[17,19]"
q_0192,"72億9,744万円","[4,5]"
q_0193,約35.8%,"[11,12]"
q_0194,0.48%ポイント,[13]
q_0195,732億円,"[26,31]"
q_0196,"[""金融リスク"", ""政治問題""]",[5]
q_0197,114人,[6]
q_0198,"[""吹上原"", ""庚塚""]","[6,7]"
q_0199,「その他」の分野に分類されています。,[3]
q_0200,"[""東京高専"", ""香川高専"", ""長岡高専発スタートアップ「IntegrAI」""]",[1]
q_0201,平成26年度です。,[13]
q_0202,スポーツ広場名切グラウンド,"[5,6]"
q_0203,"503,425千円",[15]
q_0204,"[""ハンノキ群落"", ""スギ・ヒノキ・サワラ植林""]",[19]
q_0205,"1兆7,224億円",[8]
q_0206,生まれてからずっと,"[7,19]"
q_0207,製造品出荷額等,[1]
q_0208,15歳未満,"[1,3]"
q_0209,砒素及びその化合物,"[2,6]"
q_0210,穴生浄水場,"[8,9,10]"
q_0211,瀬久井小川の事例です。,[18]
q_0212,1.1パーセントポイント,[2]
q_0213,最も幅が大きくなるのは呼び900-600で、その幅は9.0mmである。,[1]
q_0214,個人情報保護委員会による監視・監督、特定個人情報保護評価、罰則の強化、マイナポータルによる情報提供等記録の確認の4項目です。,[14]
q_0215,1.7ポイント,"[33,56]"
q_0216,3.03125倍,"[7,17]"
q_0217,T-2です。,[17]
q_0218,"[""アメリカ合衆国"", ""中国"", ""台湾""]",[5]
q_0219,"[""にら"", ""セルリー"", ""その他葉茎菜類"", ""オクラ""]",[6]
q_0220,0石279,"[7,10,12]"
q_0221,コストカである。,[5]
q_0222,2月27日頃となります。,"[1,10]"
q_0223,68%,"[4,9,10]"
q_0224,"[""技術論"", ""社会論""]",[9]
q_0225,豊島から直島への廃棄物等の搬出を開始,"[1,2]"
q_0226,じんのすけさん,[2]
q_0227,74.1%,"[1,2]"
q_0228,1.4%,"[12,13]"
q_0229,"[""認定認証事業者が作成した電子証明書"", ""登記官が作成した電子証明書""]",[3]
q_0230,"[""趣味・文化芸術"", ""子ども関係""]",[2]
q_0231,カナダです。,[6]
q_0232,"[""海の日"", ""敬老の日""]",[1]
q_0233,FCバス,"[2,7]"
q_0234,"[""レイヤ切替"", ""計測ツール""]","[2,14,15,17]"
q_0235,紫色の「×」マーカー,[7]
q_0236,入院勧告措置の解除後,"[10,27,29]"
q_0237,PLA/酸化PLA15/酸化セルロース,[13]
q_0238,釜石市です。,[4]
q_0239,インド洋,[16]
q_0240,飲料です。,"[12,13]"
q_0241,12/7倍,"[8,23]"
q_0242,4分,"[3,4]"
q_0243,"[""情報取得者"", ""配信事業者"", ""広告提供事業者""]",[7]
q_0244,コントロール変数を含めず、人件費比率のみを説明変数とした仕様。,[18]
q_0245,60～64歳,[5]
q_0246,"19,158通",[6]
q_0247,台湾です。,"[3,5]"
q_0248,「校務機能」の区分に位置付けられています。,[13]
q_0249,約2.6km,"[9,12]"
q_0250,"[""山上東口"", ""山上小学校前""]",[1]
q_0251,14〜15分,"[1,2]"
q_0252,厚生労働省　肝炎　インターフェロンフリー治療,[1]
q_0253,9分,[1]
q_0254,7回,"[3,22]"
q_0255,61.7%,[6]
q_0256,⑤ネットワーク及び情報システムで取り扱う情報,"[31,69]"
q_0257,市指定に分類されています。,"[2,3]"
q_0258,"4,325人","[1,15]"
q_0259,"[""設計者"", ""施工者""]",[5]
q_0260,自泉院,"[3,6]"
q_0261,行政機関等の指定する方法により当該申請等を行った者を確認するための措置,"[4,6]"
q_0262,20ミリ機関砲(RFS),[6]
q_0263,大都市に集中している（特にレジャー）とまとめられています。,[8]
q_0264,"3,000円","[5,10]"
q_0265,40.6%,"[2,3]"
q_0266,0.052A,[2]
q_0267,2つ,"[4,5]"
q_0268,"[""人物"", ""場所""]","[3,4,5]"
q_0269,"18,190,166画素",[10]
q_0270,7.7人,"[8,22]"
q_0271,"[""技術的可能性"", ""新展開助言"", ""熱意評価""]",[5]
q_0272,両方の表に記載されている施設名は「武雄市北方保健センター」です。,[1]
q_0273,"[""玉葱"", ""人参""]",[8]
q_0274,1743人,"[1,2]"
q_0275,"20,469人",[5]
q_0276,最も人数が多い身長区分は160-170cmです。,[45]
q_0277,融資を担当する職員から持ちかけられた場合,"[10,11,12]"
q_0278,砂質ロームの区間に入っています。,[21]
q_0279,"[""25条"", ""26条"", ""27条""]","[6,16]"
q_0280,2/3,"[4,11]"
q_0281,土砂災害ハザードマップ,"[4,9]"
q_0282,自由学園南,"[4,6]"
q_0283,16万円,"[9,15]"
q_0284,中学2年の英語で、差は15.5です。,[1]
q_0285,スポーツ団体,"[4,5]"
q_0286,0.6%ポイント,"[14,15]"
q_0287,"[""新規又は変更の別"", ""個人又は法人等の別""]",[23]
q_0288,8講座,"[1,3]"
q_0289,磯脇川です。,[19]
q_0290,10枚,[5]
q_0291,シャープゲンゴロウモドキ,"[8,11]"
q_0292,大学,[19]
q_0293,久野村です。,"[23,44,58]"
q_0294,Ⅱ,"[27,45]"
q_0295,"35兆3,076億円",[5]
q_0296,"[""(株)生物化学研究所""]","[9,15]"
q_0297,47%,[1]
q_0298,左側,"[16,17]"
q_0299,"[""別記様式第一による届出書"", ""当該届出書に記載すべき事項を記録した光ディスク等"", ""別記様式第二によるその権限を証する書面""]","[6,7]"
q_0300,ローム,[14]
q_0301,"[""内浦湾"", ""黄色""]",[1]
q_0302,"[""本人"", ""法定代理人""]",[4]
q_0303,66秒,[1]
q_0304,高田橋廻り,[1]
q_0305,4月30日の朝8時30分です。,[1]
q_0306,情報不足のため算出不可,"[23,14,21,20,5,13,17,16,2,4]"
q_0307,30%,[21]
q_0308,"2,150円",[17]
q_0309,トマト,[3]
q_0310,"[""石橋村"", ""米神村"", ""根府川村"", ""江之浦村"", ""岩村""]","[15,16]"
q_0311,13.7パーセントポイント,"[3,8]"
q_0312,自社の既存のマーケティング手法とは大幅に異なり、かつこれまでに利用したことのなかった新しいマーケティング・コンセプトやマーケティング戦略の導入,"[1,5]"
q_0313,経常収支（IMF予測値）,[14]
q_0314,"[""CPA(自宅での死亡)"", ""急性脳症""]",[18]
q_0315,2.5倍,[24]
q_0316,「活力あるまち」,[12]
q_0317,-,[7]
q_0318,ハイスキル就労領域,"[9,10]"
q_0319,3452円,"[1,5]"
q_0320,厚木シティプラザ,[4]
q_0321,外装右辺中央部,"[4,13]"
q_0322,0.5mm,"[2,3]"
q_0323,3.00%ポイント,[20]
q_0324,0.04ポイント,"[8,9]"
q_0325,B成分です。,"[9,38]"
q_0326,サクラ,[16]
q_0327,10分,"[7,9]"
q_0328,保健所,"[3,4]"
q_0329,"[""ウイルス性肺炎"", ""鋳型気管支炎"", ""喘鳴""]","[14,18]"
q_0330,15例,[16]
q_0331,八王子・立川・多摩,[8]
q_0332,札幌市,"[4,7,8]"
q_0333,算出不可（資料に記載なし）,"[14,7,5,2,10,9,8,17,12,6]"
q_0334,"[""中山・五十鈴線"", ""谷ノ山・牧山線"", ""上井野・大保線"", ""松瀬線"", ""中村・竹名線"", ""三ヶ瀬線"", ""大内原・下納屋線"", ""庵川線"", ""小園・遠見線""]","[2,8,9,10,12,13,14,16,18,19]"
q_0335,自然資本コンパクト型,"[6,9]"
q_0336,990件,[24]
q_0337,28日後,"[3,4,5]"
q_0338,"119,661千円","[5,13,16]"
q_0339,縦方向のハッチングで表されています。,"[31,32]"
q_0340,5分,[1]
q_0341,人工仔魚,"[10,12]"
q_0342,食パン,"[6,8]"
q_0343,環境業務課です。,"[15,24]"
q_0344,緑色,"[13,14]"
q_0345,第十一条,[6]
q_0346,部局長等による裁量的経費,[26]
q_0347,龍田病院です。,[6]
q_0348,12分,[1]
q_0349,エジプト,"[21,23]"
q_0350,スケジュール管理機能,[12]
q_0351,"[""3"", ""5"", ""7"", ""9""]",[8]
q_0352,"[""第75号"", ""第101号""]",[3]
q_0353,0,"[6,14]"
q_0354,"[""香川県琴平町"", ""神奈川県相模原市"", ""高知県須崎市"", ""香川県多度津町"", ""香川県三木町""]","[7,8]"
q_0355,卵,"[4,5,7]"
q_0356,0.5ポイント,[7]
q_0357,190万円,[11]
q_0358,2.22倍,[14]
q_0359,"25,898億円",[21]
q_0360,6億円増加している。,[13]
q_0361,火曜日,"[1,2]"
q_0362,算出不可,"[19,21]"
q_0363,都市政策部住宅管理課、230,[12]
q_0364,増加している。,"[12,13]"
q_0365,36年,[21]
q_0366,松島湾（櫃ヶ浦）,"[35,38]"
q_0367,郵貯特会である。,[16]
q_0368,10パーセントポイント,[10]
q_0369,アカマツとタニウツギ,"[9,11]"
q_0370,金融リスク,"[5,21]"
q_0371,"[""センシティブ情報"", ""子供のデータ""]","[16,17,18]"
q_0372,79.2%,[10]
q_0373,社会論,"[4,9]"
q_0374,"[""日帰り型【相談と休息タイプ】"", ""日帰り型【相談タイプ】""]",[11]
q_0375,2位,"[9,14]"
q_0376,提示された資料には該当する情報が含まれていません。,"[10,13,12,8,14,6,17,4,27,18]"
q_0377,15分,[14]
q_0378,54,"[3,10]"
q_0379,"[""犬"", ""キツネ"", ""鳥"", ""サル""]",[1]
q_0380,"[""ため池はん濫"", ""土砂災害""]","[1,2]"
q_0381,反応時間3分です。,[8]
q_0382,30条,[16]
q_0383,"[""ぼうさいの丘公園北側駐車場"", ""市役所西側駐車場""]",[6]
q_0384,冷凍食品におけるモーダルシフトの取り組み,[5]
q_0385,"[""いぬねこcafé Lua（るうあ）"", ""School & Cafe GOOD NEWS""]","[17,19]"
q_0386,地域の大人（学校や塾・習い事の先生を除く）に勉強やスポーツを教えてもらったり、一緒に遊んだりすることがあるか。,"[39,40]"
q_0387,"[""直方市個人情報の保護に関する法律施行条例の制定について"", ""直方市情報公開・個人情報保護審査会設置条例の一部を改正する条例について""]","[2,3]"
q_0388,"[""病院でカルテを下さいと申し出ること"", ""被害者本人がB型肝炎患者であったこと""]",[10]
q_0389,4分,"[21,25]"
q_0390,オレンジ色（橙色）の方針に位置付けられています。,"[4,5,8]"
q_0391,道路事業資金貸付金等,[6]
q_0392,"[""勝立"", ""三川""]","[9,11]"
q_0393,浮き,[3]
q_0394,当該行政機関等の定める技術的基準に適合すること。,"[4,5]"
q_0395,記録されている先頭から40個の基底ベクトルがすべて一致している関係の基底どうし。,"[35,37]"
q_0396,"[""熱田区"", ""中区""]",[3]
q_0397,株式会社 松村泰山堂,"[1,2,3,4]"
q_0398,"[""お母さん：産婦人科"", ""赤ちゃん：小児科""]",[1]
q_0399,テレプレゼンスロボット,"[3,4]"
q_0400,「いのり」と記されている。,"[4,6]"
q_0401,交通量調査データ,[21]
q_0402,5人,[13]
q_0403,"[""リゾートホテル"", ""12.7""]",[2]
q_0404,"5,107,124千円","[5,11]"
q_0405,20.2%,[5]
q_0406,3,[17]
q_0407,30～39歳,[4]
q_0408,該当する樹種はありません。,[12]
q_0409,"[""光触媒"", ""ロボットスーツHAL""]","[3,9]"
q_0410,家賃滞納時の督促業務および家賃滞納による明渡訴訟です。,"[10,12,13]"
q_0411,"[""岩手県"", ""宮城県"", ""福島県"", ""茨城県"", ""栃木県"", ""群馬県"", ""埼玉県"", ""千葉県"", ""神奈川県"", ""長野県"", ""静岡県""]",[12]
q_0412,"[""土砂災害"", ""河川はん濫"", ""内水はん濫""]",[1]
q_0413,宮下和夫,[1]
q_0414,179件,[10]
q_0415,14分,[25]
q_0416,"[""平成21年4月～6月"", ""4件""]",[15]
q_0417,0.50 GPa,"[13,14]"
q_0418,7回,[15]
q_0419,042-728-4081,[23]
q_0420,210日間,[5]
q_0421,"174,558千円",[27]
q_0422,72件,[2]
q_0423,"[""福岡北九州高速道路公社"", ""北九州市道路公社""]","[31,38,45]"
q_0424,卸本町循環線,[24]
q_0425,宮津地方分館,[6]
q_0426,0.23%ポイント,"[6,16]"
q_0427,15回,"[17,18,22]"
q_0428,"[""電気・ガス・熱供給・水道業"", ""生活関連サービス業、娯楽業""]",[42]
q_0429,ケーブルテレビ事業特別会計です。,[2]
q_0430,低床バスの内訳として整理されています。,[1]
q_0431,"[""岩村"", ""石橋村"", ""米神村"", ""根府川村"", ""江之浦村""]","[16,17]"
q_0432,3760歩,"[10,11]"
q_0433,真鶴村です。,[33]
q_0434,一番左の列の案（丸印の案）です。,[25]
q_0435,"[""凶悪犯"", ""粗暴犯"", ""知能犯""]",[22]
q_0436,家屋,"[3,7]"
q_0437,永源寺東部地区です。,"[4,12]"
q_0438,飲料,[11]
q_0439,"[""大学院"", ""医療系""]","[9,11]"
q_0440,28件,"[4,10]"
q_0441,海南警察署です。,[2]
q_0442,1081.170トン,"[9,37]"
q_0443,節度あるふれあいを,[1]
q_0444,02 鉱業,"[7,8]"
q_0445,11.1ポイント,[7]
q_0446,資料に北海道のデータが含まれていないため回答できません,"[8,9,41,33,24,45,51,57,25,48]"
q_0447,最も多い評価は「適切な手続きである」です。,[7]
q_0448,1,[45]
q_0449,下位グループ（小企業）,"[9,19]"
q_0450,「分からない」と答えた人,[3]
q_0451,41.0%,"[5,29]"
q_0452,寸法記号Cの列に示されています。,"[2,3]"
q_0453,ギリシアとドイツ,"[1,9,10]"
q_0454,0.03㎡,[2]
q_0455,およそ5割に当たります。,[4]
q_0456,日出町,[84]
q_0457,"[""都筑公会堂"", ""都筑区民活動センター""]",[3]
q_0458,武雄市役所（本庁）,[1]
q_0459,"[""国営 (State)"", ""外資系 (Foreign investment)""]",[11]
q_0460,住民票関係情報と突合して現住所とのマッチングを行い、不正入居者を検出するほか、出生・死亡などによる世帯情報の変更を確認する照合です。,[12]
q_0461,政府負債残高GDP比,"[7,8]"
q_0462,"[""図師町"", ""忠生"", ""下小山田町"", ""矢部町"", ""常盤町"", ""小山田桜台"", ""根岸町"", ""根岸""]","[9,29]"
q_0463,成田赤十字病院です。,[19]
q_0464,"藤ノ木配水池、5,430m³","[4,5,6]"
q_0465,175枚,"[2,7,19,25]"
q_0466,「採っていない」,[5]
q_0467,調整ボルト（SUS304）,"[2,3]"
q_0468,"1,000人以上",[10]
q_0469,南部簡易水道地区,[6]
q_0470,個人情報,[16]
q_0471,タラノキ,[7]
q_0472,▲31万人,[8]
q_0473,"[""仮名化データ"", ""匿名加工情報""]",[3]
q_0474,"[""西念寺"", ""常泉寺""]",[3]
q_0475,"[""香川大学"", ""信州大学"", ""山形大学""]","[14,20]"
q_0476,200円,"[5,6]"
q_0477,高田橋廻り,[1]
q_0478,16ch,[21]
q_0479,29ha,[31]
q_0480,前田橋,[1]
q_0481,中国です。,[10]
q_0482,1件当たりの助成額が最大になるのは「2020オリンピック・パラリンピック競技大会招致活動支援助成」です。,[4]
q_0483,1022MHz,"[5,7]"
q_0484,子ども未来館とつどいの広場さくやま（旧さくやま保育園）です。,"[6,27]"
q_0485,16.9,[3]
q_0486,0.04百万人泊,[1]
q_0487,特別共同利用研究員,[5]
q_0488,マルガタゲンゴロウ,[8]
q_0489,公衆通信,"[4,6]"
q_0490,上級行政職（社会福祉士）,[10]
q_0491,35日後,"[2,8]"
q_0492,0.066,"[14,15]"
q_0493,"[""扇山"", ""下野谷""]",[4]
q_0494,"11,830ha","[4,5]"
q_0495,(仮称) Mimosa自由が丘 新築工事,"[3,10]"
q_0496,自然環境の保全および循環型社会づくりに関する事業,"[5,16]"
q_0497,千田医院,"[7,10]"
q_0498,海老網,"[4,7]"
q_0499,"33,883千円",[1]
q_0500,1日,"[3,5]"
q_0501,35.4ポイント,"[15,44]"
q_0502,両方に表示されている駅名は横須賀中央駅です。,"[5,15]"
q_0503,8.0%,"[6,7]"
q_0504,バングラデシュ,"[10,11]"
q_0505,"[""児童生徒の休み時間における対応"", ""校内清掃""]",[6]
q_0506,100件,[10]
q_0507,8,[11]
q_0508,岩手県,"[3,13]"
q_0509,1981ha,[4]
q_0510,19.7ポイント,"[35,41]"
q_0511,情報,[8]
q_0512,"[""葛尾村"", ""川内村"", ""浪江町"", ""双葉町"", ""大熊町"", ""富岡町"", ""楢葉町""]","[5,6]"
q_0513,建物用地,[1]
q_0514,"[""相談する"", ""お役立ちリンク集"", ""病院・救急""]",[4]
q_0515,1回,[5]
q_0516,"[""機械判読に適したもの"", ""無償で利用できるもの""]","[4,10]"
q_0517,"1,223.2万人",[10]
q_0518,新宿線,"[1,2]"
q_0519,4分,"[13,24]"
q_0520,"[""アユ"", ""ハヤ"", ""コイ"", ""フナ""]","[6,8]"
q_0521,"[""業務部門"", ""廃棄物部門""]",[8]
q_0522,最も規模が大きいのは日本道路公団で、4公団合計の約67.9％を占める。,"[22,23,26]"
q_0523,開催日は土曜日です。,"[4,8]"
q_0524,藍島配水池です。,"[4,5,14]"
q_0525,3か月,"[3,4]"
q_0526,"101,133人","[3,5]"
q_0527,横浜市,"[6,8]"
q_0528,低周波音の大きさ（音圧）の測定に当たります。,[2]
q_0529,"[""九品寺心身クリニック"", ""池上第二クリニック"", ""熊本ファミリーメンタルクリニック"", ""はっとり心療クリニック"", ""水前寺ライフクリニック"", ""熊本託麻台リハビリテーション病院"", ""藤崎宮前クリニック""]","[6,8,9,10]"
q_0530,北海道石狩市,[5]
q_0531,195,"[1,2]"
q_0532,"[""rxnoisy"", ""rx_mean""]",[75]
q_0533,生活の様相を描くものだと説明されている。,[3]
q_0534,"17,100円/㎡","[5,16]"
q_0535,ユリノキ,"[16,17]"
q_0536,"[""アカメガシワ"", ""クサギ"", ""タラノキ""]","[9,12]"
q_0537,基準年度からの減少割合が最も大きい項目は「水道使用量」です。,[7]
q_0538,約8.3%,[31]
q_0539,119名,[4]
q_0540,計画より人数が最も不足した区分は男性25～34歳です。,[5]
q_0541,提供された資料に円グラフがないため、回答できません。,"[29,25,27,22,37,28,30,21,23,24]"
q_0542,震度と初期微動,[36]
q_0543,「福祉・医療・その他」の区分として整理されています。,[8]
q_0544,"[""馬頭総合福祉センター"", ""高齢者生産活動施設""]","[11,12]"
q_0545,山上東口です。,[1]
q_0546,No.5,[12]
q_0547,"12,961","[6,9]"
q_0548,商業,"[13,15]"
q_0549,"[""都市計画課"", ""人事課""]",[1]
q_0550,"[""固定電気通信"", ""公共放送"", ""ソフトウェア業"", ""情報処理サービス"", ""情報提供サービス"", ""研究""]","[5,7]"
q_0551,0,[8]
q_0552,関谷の城鍬舞,"[2,6]"
q_0553,正範囲 index 法,[29]
q_0554,20歳以上～30歳未満,"[2,9,12]"
q_0555,"[""7回目"", ""15回目""]",[1]
q_0556,"[""スリランカ"", ""パキスタン"", ""バングラデシュ"", ""ブラジル""]","[8,11]"
q_0557,"[""食材"", ""備品"", ""労働力""]","[4,8]"
q_0558,1%ポイント,"[13,16]"
