id,answer,evidence_page_number
q_0164,"[""受付"", ""内容確認・決定"", ""決定等の連絡""]",[4]
q_0165,(株)三凌商事,"[24,25]"
q_0166,筑豊地域,"[9,10]"
q_0167,"[""総務課"", ""総合支所""]","[3,4]"
q_0168,砂質泥岩,[9]
q_0169,提供者1人当たりの移植回数が最も多い臓器は腎臓です。,[2]
q_0170,"52,483人","[1,5]"
q_0171,1.6ポイント,"[1,4]"
q_0172,82.0%,"[5,6]"
q_0173,附帯工事費,"[4,6]"
q_0174,処理場運転費,[12]
q_0175,家屋,[3]
q_0176,全年齢における内服薬の総額に対し、金額が高い上位3つの薬効分類の合計額が占める割合は52%です。,[1]
q_0177,英語,"[1,2,3]"
q_0178,★（星印）マークで示されています。,[36]
q_0179,8分,[23]
q_0180,"[""Insurance2"", ""Donation"", ""Govt""]",[10]
q_0181,156.8倍,"[7,8]"
q_0182,187人,"[10,18]"
q_0183,長野県,[26]
q_0184,自営業主および家族従業者,"[5,14]"
q_0185,"[""上場投資信託（ETF）に係る相場操縦事件"", ""外国投資法人等による相場操縦事件""]",[12]
q_0186,指導的,[9]
q_0187,"[""すえふじ医院"", ""龍田病院"", ""みとま神経内科クリニック"", ""水前寺こころのクリニック"", ""小島内科小児科医院"", ""熊本市こども発達支援センター"", ""くまもと青明病院"", ""十善病院"", ""独立行政法人国立病院機構 熊本医療センター""]","[6,8,9,10]"
q_0188,5日,[2]
q_0189,一般不法局,[23]
q_0190,2か国・地域,"[2,5]"
q_0191,広小路通,"[11,13]"
q_0192,"72億9,744万円","[4,5]"
q_0193,約35.8%,[11]
q_0194,0.13,[13]
q_0195,732億円,"[26,29]"
q_0196,"[""金融リスク"", ""政治問題""]",[5]
q_0197,525人,[5]
q_0198,"[""吹上原"", ""庚塚""]","[6,8]"
q_0199,その他,[3]
q_0200,"[""東京高専"", ""長岡高専発スタートアップ「IntegrAI」""]",[1]
q_0201,平成26年度です。,[16]
q_0202,スポーツ広場名切グラウンド,[4]
q_0203,"503,425 千円",[15]
q_0204,"[""ハンノキ群落"", ""スギ・ヒノキ・サワラ植林""]",[19]
q_0205,"1兆7,224億円",[8]
q_0206,生まれてからずっと,"[14,15]"
q_0207,製造品出荷額等,[1]
q_0208,15歳以上65歳未満,[1]
q_0209,砒素及びその化合物,[2]
q_0210,穴生浄水場,"[8,9,10]"
q_0211,瀬久井小川,"[16,17,18,19]"
q_0212,1.1パーセントポイント,[2]
q_0213,最も幅が大きくなるのは呼び900-600で、その幅は9.0mmです。,[2]
q_0214,特定個人情報ファイルの作成の制限、従業者の監督,[14]
q_0215,1.7ポイント,"[33,56]"
q_0216,3.03125倍,"[7,17]"
q_0217,T-2,[17]
q_0218,"[""アメリカ合衆国"", ""中国"", ""台湾""]","[4,5]"
q_0219,"[""にら"", ""セルリー"", ""オクラ""]",[6]
q_0220,0石279,"[10,11]"
q_0221,コストカ,"[5,6]"
q_0222,令和5年2月27日頃に公開されます。,"[1,10]"
q_0223,68%,"[4,9,10]"
q_0224,"[""技術論"", ""社会論""]",[9]
q_0225,豊島から直島への廃棄物等の搬出を開始,"[1,2]"
q_0226,じんのすけ,[2]
q_0227,74.1%,"[1,2]"
q_0228,1.4%,"[12,14]"
q_0229,"[""認定認証事業者が作成した電子証明書"", ""登記官が作成した電子証明書""]",[3]
q_0230,"[""趣味・文化芸術"", ""子ども関係""]",[6]
q_0231,カナダである。,[6]
q_0232,"[""海の日"", ""敬老の日""]",[1]
q_0233,FCバス,"[2,8]"
q_0234,"[""レイヤ切替""]",[2]
q_0235,提供された資料に近畿地方のレーダーチャートが含まれていないため、回答できません。,"[5,13,9,3,11,6]"
q_0236,入院勧告措置が解除された後の時期（患者多数発生期）に当たります。,[16]
q_0237,PLA/酸化PLA15/酸化セルロース,[13]
q_0238,釜石市,[4]
q_0239,インド洋,[17]
q_0240,飲料,"[11,12]"
q_0241,12/7倍,"[9,22]"
q_0242,4分,"[3,4]"
q_0243,"[""情報取得者"", ""配信事業者""]","[7,12]"
q_0244,コントロール変数を入れない仕様,[3]
q_0245,25〜29歳,[10]
q_0246,"19,158通",[6]
q_0247,台湾,"[3,5]"
q_0248,校務機能,[13]
q_0249,2.6km,"[9,12]"
q_0250,"[""山上東口"", ""山上小学校前""]",[1]
q_0251,14〜15分,"[1,2]"
q_0252,厚生労働省 肝炎 インターフェロンフリー治療,[1]
q_0253,9分,[1]
q_0254,7回,"[3,22]"
q_0255,70.7%,"[5,6]"
q_0256,⑤ネットワーク及び情報システムで取り扱う情報,[69]
q_0257,市指定無形民俗文化財に分類されています。,[2]
q_0258,"4,325人","[1,15]"
q_0259,"[""設計者"", ""施工者""]",[1]
q_0260,自泉院,"[3,6]"
q_0261,行政機関等の指定する方法により当該申請等を行った者を確認するための措置,[3]
q_0262,20ミリ機関砲(RFS),[6]
q_0263,自然資本への依存が高く、人口が比較的少ない地域,[10]
q_0264,"3,000円","[7,10]"
q_0265,40.6%,"[2,3]"
q_0266,0.052A,[1]
q_0267,2,"[4,5]"
q_0268,"[""人物"", ""場所""]","[3,5]"
q_0269,"18,190,166画素",[10]
q_0270,7.7人,"[8,22]"
q_0271,"[""技術的可能性"", ""新展開助言"", ""熱意評価""]",[5]
q_0272,武雄市北方保健センター,[1]
q_0273,"[""玉葱"", ""人参""]",[8]
q_0274,"1,743人","[1,2]"
q_0275,"20,469人",[5]
q_0276,最も人数が多い身長区分は「160-170cm」です。,[45]
q_0277,③融資を担当する職員から持ちかけられた場合,"[10,11,12]"
q_0278,砂質ローム,[21]
q_0279,"[""25条"", ""26条"", ""27条""]","[5,16]"
q_0280,2/3,"[4,9]"
q_0281,土砂災害ハザードマップ,"[6,10]"
q_0282,自由学園南遺跡です。,"[4,6]"
q_0283,16万円,"[9,15]"
q_0284,中学2年の英語で、差は15.5です。,[1]
q_0285,スポーツ団体,"[4,5]"
q_0286,0.62,"[14,15]"
q_0287,"[""新規又は変更の別"", ""個人又は法人等の別""]",[23]
q_0288,8講座,"[3,44]"
q_0289,磯脇川,[20]
q_0290,10枚,[5]
q_0291,シャープゲンゴロウモドキ,"[8,13]"
q_0292,大学,[19]
q_0293,久野村である。,"[23,37,58]"
q_0294,Ⅲ．持続可能な社会保障制度の構築に向けて,"[10,45]"
q_0295,"35兆3,076億円",[5]
q_0296,"[""株式会社G.O.ホールディングス"", ""T.G.F株式会社""]","[9,10]"
q_0297,47%,[1]
q_0298,左車線,"[16,17]"
q_0299,"[""別記様式第一による届出書"", ""当該届出書に記載すべき事項を記録した光ディスク等"", ""別記様式第二によるその権限を証する書面""]",[22]
q_0300,ローム,[14]
q_0301,"[""内浦湾"", ""黄色""]",[1]
q_0302,"[""本人"", ""法定代理人""]",[4]
q_0303,66秒,[1]
q_0304,蟹川橋廻りではない方の廻り方,[1]
q_0305,4月30日の朝8時30分です。,[2]
q_0306,3.37 m^2,"[5,9,13,14,22]"
q_0307,30%,[20]
q_0308,"2,150円",[17]
q_0309,人数差が最も大きい野菜はトマトです。,[3]
q_0310,"[""岩村"", ""江之浦村"", ""石橋村"", ""米神村"", ""根府川村""]","[16,17]"
q_0311,13.7パーセントポイント,"[3,8]"
q_0312,自社の既存のマーケティング手法とは大幅に異なり、かつこれまでに利用したことのなかった新しいマーケティング・コンセプトやマーケティング戦略の導入,"[1,6]"
q_0313,経常収支（IMF予測値）,[14]
q_0314,"[""後遺症 なし""]",[21]
q_0315,2.5倍,[24]
q_0316,活力あるまち,[12]
q_0317,90.55%,[11]
q_0318,ハイスキル就労領域,"[9,10]"
q_0319,3452円,"[1,5]"
q_0320,厚木シティプラザ,[4]
q_0321,外袋右辺中央部と袋本体の持ち手の片側部分にあると説明されています。,[4]
q_0322,0.5mm,"[1,2]"
q_0323,3%ポイント,[20]
q_0324,0.04,"[8,9]"
q_0325,差が最も大きいのはB（ブルー）成分です。,"[9,38]"
q_0326,サクラ,[16]
q_0327,10分,"[7,9]"
q_0328,保健所,"[3,4]"
q_0329,"[""ウイルス性肺炎"", ""鋳型気管支炎"", ""喘鳴""]","[14,18]"
q_0330,14例,[17]
q_0331,八王子・立川・多摩,"[8,9]"
q_0332,札幌市,"[5,7]"
q_0333,32日,[11]
q_0334,"[""牧山線"", ""大迫・庵川線"", ""竹名・中村線"", ""本町巡回線""]","[8,10,13,16,17]"
q_0335,自然資本コンパクト型,"[6,9]"
q_0336,990件,[24]
q_0337,28日,"[3,4,5]"
q_0338,"119,661千円",[5]
q_0339,縦のハッチングで表されている。,[32]
q_0340,5分,[1]
q_0341,人工仔魚,"[10,12]"
q_0342,食パン,"[6,8]"
q_0343,環境業務課,"[15,23]"
q_0344,緑色,"[13,14]"
q_0345,第十一条,[6]
q_0346,部局長等による裁量的経費,[26]
q_0347,龍田病院,[6]
q_0348,12分,[1]
q_0349,エジプト,"[21,23]"
q_0350,スケジュール管理,[12]
q_0351,"[""3"", ""5"", ""7"", ""9""]",[9]
q_0352,"[""第101号"", ""第75号""]",[3]
q_0353,0,"[6,14]"
q_0354,"[""香川県琴平町"", ""神奈川県相模原市"", ""高知県須崎市""]",[7]
q_0355,卵,"[4,6,7]"
q_0356,0.5ポイント,[7]
q_0357,190万円,[11]
q_0358,2.22倍,[15]
q_0359,"25,898億円",[21]
q_0360,前年度より6億円増加している。,[13]
q_0361,大型の不燃ごみの回収日は毎月火曜日に設定されています。,"[1,2]"
q_0362,算出不可,"[18,19]"
q_0363,都市政策部住宅管理課（または住宅管理課）で、合計230です。,[12]
q_0364,増加している。,"[12,14]"
q_0365,36年,[21]
q_0366,松島湾（櫃ヶ浦）,[38]
q_0367,郵貯特会,[21]
q_0368,10パーセントポイント,[10]
q_0369,ツクシハギ,"[9,12]"
q_0370,ポイント,"[6,21]"
q_0371,"[""センシティブ情報"", ""子供のデータ""]","[16,17,18]"
q_0372,79.2%,[10]
q_0373,社会論,"[4,9]"
q_0374,"[""日帰り型【相談と休息タイプ】"", ""日帰り型【相談タイプ】""]",[21]
q_0375,2位,"[9,14]"
q_0376,該当する情報が提供された資料には含まれていません。,"[11,13,12,14,15,19]"
q_0377,15分,[14]
q_0378,54,"[3,16]"
q_0379,"[""犬"", ""野生動物""]",[1]
q_0380,"[""ため池はん濫"", ""土砂災害""]","[1,2]"
q_0381,3分,[8]
q_0382,30条,[16]
q_0383,"[""ぼうさいの丘公園 北側駐車場"", ""市役所西側駐車場""]","[4,6]"
q_0384,「冷凍食品におけるモーダルシフトの取り組み」,[5]
q_0385,"[""School & Cafe GOOD NEWS""]",[20]
q_0386,地域の大人（学校や塾・習い事の先生を除く）に勉強やスポーツを教えてもらったり、一緒に遊んだりすることがあるかどうか。,[40]
q_0387,"[""直方市個人情報の保護に関する法律施行条例の制定について""]",[3]
q_0388,"[""医療従事者"", ""弁護士""]",[13]
q_0389,15分,"[24,25]"
q_0390,橙色の方針に位置付けられています。,"[5,7]"
q_0391,貸付けによる支出,"[18,32]"
q_0392,"[""三川"", ""勝立""]","[9,11]"
q_0393,浮き,[3]
q_0394,当該行政機関等の定める技術的基準に適合すること。,"[3,4]"
q_0395,記録されている先頭から40個の基底ベクトルがすべて一致している関係の基底どうしであることを意味する。,"[35,37]"
q_0396,"[""熱田区"", ""中区""]",[3]
q_0397,株式会社 松村泰山堂,"[1,2,3,4]"
q_0398,"[""お母さん：産婦人科"", ""赤ちゃん：小児科""]",[1]
q_0399,提供された資料には該当する図が含まれていないため回答できません。,"[1,11,9,12,8,20]"
q_0400,「いのり」と記されている。,"[4,6]"
q_0401,交通量調査データ,[20]
q_0402,5人,[13]
q_0403,"[""リゾートホテル"", ""12.7""]",[2]
q_0404,"5,107,124 千円","[5,12]"
q_0405,20.2%,[5]
q_0406,3,[17]
q_0407,前年の人数に対する減少割合がより大きいのは、30〜39歳の年齢区分です。,[7]
q_0408,該当する樹種はない。,[12]
q_0409,"[""光触媒"", ""ロボットスーツHAL""]","[3,9]"
q_0410,収滞納管理,"[10,13]"
q_0411,"[""千葉県""]",[12]
q_0412,"[""土砂災害"", ""河川はん濫"", ""内水はん濫""]",[1]
q_0413,宮下和夫,[1]
q_0414,69件,[5]
q_0415,2分,[24]
q_0416,"[""20年度上半期（4月～9月）"", ""4件""]",[15]
q_0417,0.5 GPa,"[13,14]"
q_0418,7回,[15]
q_0419,042-728-4081,[23]
q_0420,210日間,[5]
q_0421,"174,558千円",[27]
q_0422,72件,[2]
q_0423,"[""福岡北九州高速道路公社"", ""北九州市道路公社""]","[31,38,45]"
q_0424,佐世保相浦循環線,"[24,27]"
q_0425,宮津地方分館,[6]
q_0426,情報不足により計算不可,"[22,5,8,10,11,15]"
q_0427,15回,"[17,18,22]"
q_0428,"[""電気・ガス・熱供給・水道業"", ""生活関連サービス業, 娯楽業""]",[42]
q_0429,ケーブルテレビ事業特別会計,[2]
q_0430,低床バス,[1]
q_0431,"[""石橋村"", ""米神村"", ""根府川村""]",[10]
q_0432,3760平方間,[11]
q_0433,真鶴村,[33]
q_0434,丸の図形で示された一番左の案,[25]
q_0435,"[""凶悪犯"", ""粗暴犯"", ""知能犯""]",[22]
q_0436,個人,[21]
q_0437,永源寺東部地区,"[7,18]"
q_0438,飲料,[11]
q_0439,"[""大学院"", ""医療系""]","[11,12]"
q_0440,28件,"[4,10]"
q_0441,海南警察署,[2]
q_0442,1.260トン,"[7,37]"
q_0443,節度 あるふれあいを,[1]
q_0444,鉱業,"[7,8]"
q_0445,11.1ポイント,[7]
q_0446,資料に北海道のデータが含まれていないため回答できません。,"[60,17,37,34,56,9]"
q_0447,適切な手続きである,[7]
q_0448,1,[45]
q_0449,下位グループ（小企業）です。,"[9,19]"
q_0450,肝炎ウイルス検査を受けた経験について「分からない」と答えた人。,[3]
q_0451,資料に名目国内総生産の記載がないため算出不可,"[9,29,34,33,12,10]"
q_0452,直接蓋の受枠の主要寸法表において、寸法記号Cの列に示されています。,"[2,3]"
q_0453,ギリシャとドイツ,"[9,10]"
q_0454,0.03㎡,[2]
q_0455,およそ5割（約50%）に当たります。,[4]
q_0456,日出町,[84]
q_0457,"[""都筑公会堂"", ""都筑区民活動センター""]",[3]
q_0458,武雄市役所（本庁）,[1]
q_0459,"[""国営"", ""外資系""]",[12]
q_0460,住民票関係情報と突合して、現住所とのマッチングを行い不正入居者を検出するほか、出生・死亡などによる世帯情報の変更を確認する照合。,[13]
q_0461,GDP,"[6,7]"
q_0462,"[""図師町"", ""忠生"", ""下小山田町"", ""矢部町"", ""常盤町"", ""小山田桜台"", ""根岸町"", ""根岸""]","[9,31]"
q_0463,成田赤十字病院,[19]
q_0464,"総容量が最も大きいのは沼配水池で、総容量は10,780m³です。","[4,5]"
q_0465,228枚,"[2,7,21,25]"
q_0466,「採っていない」という区分に当てはまります。,[5]
q_0467,調整ボルト（SUS304）,[3]
q_0468,"1,000人以上",[10]
q_0469,東部簡易水道地区,[2]
q_0470,個人情報,[16]
q_0471,タラノキ,[9]
q_0472,77万人減,[27]
q_0473,"[""仮名化データ"", ""匿名加工情報""]","[6,10]"
q_0474,"[""西念寺"", ""常泉寺""]",[3]
q_0475,"[""香川大学"", ""信州大学"", ""山形大学""]","[14,20]"
q_0476,200円,"[4,5]"
q_0477,西飯寺オリンパス前廻り,[1]
q_0478,16ch,[21]
q_0479,29ha,[31]
q_0480,浅山下橋,[1]
q_0481,中国,[10]
q_0482,2020オリンピック・パラリンピック競技大会招致活動支援助成,[5]
q_0483,700MHz,[7]
q_0484,子ども未来館とつどいの広場さくやまです。,"[6,27]"
q_0485,16.9,[3]
q_0486,0.00084,"[4,7]"
q_0487,特別共同利用研究員,[5]
q_0488,マルガタゲンゴロウ,[8]
q_0489,公衆通信,"[4,9]"
q_0490,上級行政職（社会福祉士）,[10]
q_0491,35日,"[2,8]"
q_0492,資料に該当するグラフ（図2）が含まれていないため回答できません。,"[14,13,44,12,17,46]"
q_0493,"[""扇山"", ""下野谷""]",[4]
q_0494,"11,830ha","[4,5]"
q_0495,(仮称) Mimosa自由が丘 新築工事,"[3,11]"
q_0496,自然環境の保全および循環型社会づくりに関する事業,"[5,16]"
q_0497,千田医院,"[7,10]"
q_0498,四艘張り網,"[3,5]"
q_0499,"33,883千円",[1]
q_0500,1日,"[3,5]"
q_0501,35.4ポイント,"[15,44]"
q_0502,横須賀中央駅,"[15,26]"
q_0503,8.0%,"[6,7]"
q_0504,バングラデシュ,[11]
q_0505,"[""児童生徒の休み時間における対応"", ""校内清掃""]",[6]
q_0506,100件,[10]
q_0507,8,[11]
q_0508,秋田県,"[13,2,26]"
q_0509,"1,981ha",[4]
q_0510,資料に記載なし,"[46,43,42,40,37,38]"
q_0511,情報,[8]
q_0512,"[""川内村"", ""葛尾村"", ""大熊町"", ""浪江町"", ""富岡町"", ""双葉町"", ""楢葉町""]",[10]
q_0513,建物用地,[1]
q_0514,"[""相談する"", ""お役立ちリンク集"", ""病院・救急""]",[5]
q_0515,1回,[5]
q_0516,"[""機械判読に適したもの"", ""無償で利用できるもの""]","[4,10]"
q_0517,1223.2万人,[10]
q_0518,新宿線,"[1,2]"
q_0519,4分,[24]
q_0520,"[""アユ"", ""ハヤ"", ""コイ"", ""フナ""]","[6,8]"
q_0521,"[""廃棄物部門"", ""業務部門""]",[9]
q_0522,最も規模が大きいのは日本道路公団で、4公団合計の74.5％を占める。,[21]
q_0523,開催日は土曜日です。,"[4,8]"
q_0524,藍島配水池,"[4,5,14]"
q_0525,9か月,"[3,5]"
q_0526,"101,133人","[3,5]"
q_0527,横浜市,"[6,8]"
q_0528,低周波音の大きさ（音圧）の測定,[2]
q_0529,"[""九品寺心身クリニック"", ""池上第二クリニック"", ""熊本ファミリーメンタルクリニック"", ""はっとり心療クリニック"", ""水前寺ライフクリニック"", ""藤崎宮前クリニック"", ""熊本大学病院""]","[6,7,8,10,11]"
q_0530,佐賀県神埼市,"[7,8]"
q_0531,195,"[1,2]"
q_0532,"[""rxnoisy"", ""rx_mean""]",[75]
q_0533,生活の様相,[3]
q_0534,"17,060円/㎡","[12,16]"
q_0535,ユリノキ,"[16,17]"
q_0536,"[""アカマツ"", ""タニウツギ""]","[9,11]"
q_0537,水道使用量,[7]
q_0538,約8.3%,[31]
q_0539,119名,[4]
q_0540,男性25～34歳,[5]
q_0541,ばれいしょ,[7]
q_0542,震度、初期微動,[35]
q_0543,提供された資料の中に該当するイラストや表の記載はありません。,"[52,36,26,11,17,55]"
q_0544,"[""馬頭総合福祉センター"", ""高齢者生産活動施設""]","[11,12]"
q_0545,山上小学校前,[1]
q_0546,No.4,"[13,14,16]"
q_0547,"12,961","[6,9]"
q_0548,商業,"[13,15]"
q_0549,"[""都市計画課"", ""人事課""]",[1]
q_0550,"[""固定電気通信"", ""公共放送"", ""ソフトウェア業"", ""情報処理サービス"", ""情報提供サービス"", ""情報記録物"", ""研究""]","[5,7]"
q_0551,0,"[7,8]"
q_0552,関谷の城鍬舞,"[2,13]"
q_0553,正範囲 index 法,[29]
q_0554,100歳以上,"[2,12]"
q_0555,"[""7回目"", ""15回目""]",[1]
q_0556,"[""スリランカ"", ""パキスタン"", ""バングラデシュ"", ""ブラジル""]","[8,11]"
q_0557,"[""食材"", ""備品"", ""労働力""]","[1,4]"
q_0558,1%ポイント,"[15,16]"
q_0559,下の谷川,"[8,10]"
q_0560,27.8%,[3]
q_0561,記録容量,"[12,13]"
q_0562,"[""教員研修・教員養成"", ""宇宙教育指導者育成""]","[14,16]"
q_0563,酸化セルロースの状態で用いた場合。,"[12,13]"
q_0564,"[""ソーラー回転塔の作成と実験"", ""ソーラーオルゴールの作成と実験""]",[21]
q_0565,表の上から4行目の国。,[4]
q_0566,"[""県審議会"", ""企業（係長相当職）"", ""企業（課長相当職）"", ""企業（部長相当職）""]",[5]
q_0567,観察、調査の記録又は作品に使用した統計表（取材資料）を添付する必要があります。,[23]
q_0568,"[""汐井川"", ""赤崎川""]",[8]
q_0569,資料に実施期間の日数が記載されていないため、算出できない。,"[4,5,26]"
q_0570,純債務に対する平均コストから名目GDPの伸び率を差し引いた値が最大になるのはギリシャ（8.5）です。,[14]
q_0571,課税有,[2]
q_0572,10分,[2]
q_0573,"[""年齢"", ""趣味""]",[1]
q_0574,カドミウム,"[4,10]"
q_0575,53%,"[2,3]"
q_0576,高林の獅子舞,[2]
